Dataset Group,Entity Schema,Entity Name,Dag Last Run Date,Column Name,Data Type,Ordinal Position,Description,Looker Label,D1 Column Name,Vw Column Name,Entity Type,SPROC UPDATE SET,sproc source
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_BSARK_VBKD,STRING,21,,,,,TABLE,"target.CALC_BSARK_VBKD = source.CALC_BSARK_VBKD,","source.CALC_BSARK_VBKD,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_EXT_SALE_COST_AMT,NUMERIC,22,,,,,TABLE,"target.CALC_EXT_SALE_COST_AMT = source.CALC_EXT_SALE_COST_AMT,","source.CALC_EXT_SALE_COST_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_EXT_NIFO_AMT,NUMERIC,23,,,,,TABLE,"target.CALC_EXT_NIFO_AMT = source.CALC_EXT_NIFO_AMT,","source.CALC_EXT_NIFO_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_EXT_SELL_AMT,NUMERIC,24,,,,,TABLE,"target.CALC_EXT_SELL_AMT = source.CALC_EXT_SELL_AMT,","source.CALC_EXT_SELL_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,NETWR_VBRP,NUMERIC,25,,,,,TABLE,"target.NETWR_VBRP = source.NETWR_VBRP,","source.NETWR_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_UNIT_SELL_AMT,NUMERIC,26,,,,,TABLE,"target.CALC_UNIT_SELL_AMT = source.CALC_UNIT_SELL_AMT,","source.CALC_UNIT_SELL_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_UNIT_INVOICE_AMT,NUMERIC,27,,,,,TABLE,"target.CALC_UNIT_INVOICE_AMT = source.CALC_UNIT_INVOICE_AMT,","source.CALC_UNIT_INVOICE_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_EXT_RETAIL_PRICE_AMT,NUMERIC,28,,,,,TABLE,"target.CALC_EXT_RETAIL_PRICE_AMT = source.CALC_EXT_RETAIL_PRICE_AMT,","source.CALC_EXT_RETAIL_PRICE_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,FKIMG_VBRP,NUMERIC,29,,,,,TABLE,"target.FKIMG_VBRP = source.FKIMG_VBRP,","source.FKIMG_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,KWMENG_VBAP,NUMERIC,30,,,,,TABLE,"target.KWMENG_VBAP = source.KWMENG_VBAP,","source.KWMENG_VBAP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_QTY_MULT_NUM,NUMERIC,31,,,,,TABLE,"target.CALC_QTY_MULT_NUM = source.CALC_QTY_MULT_NUM,","source.CALC_QTY_MULT_NUM,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_EXT_BASE_PRICE_AMT,NUMERIC,32,,,,,TABLE,"target.CALC_EXT_BASE_PRICE_AMT = source.CALC_EXT_BASE_PRICE_AMT,","source.CALC_EXT_BASE_PRICE_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,KBETR_BASE_PRICE,NUMERIC,33,,,,,TABLE,"target.KBETR_BASE_PRICE = source.KBETR_BASE_PRICE,","source.KBETR_BASE_PRICE,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,VBELN_VBAP,STRING,34,,,,,TABLE,"target.VBELN_VBAP = source.VBELN_VBAP,","source.VBELN_VBAP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,POSNR_VBAP,STRING,35,,,,,TABLE,"target.POSNR_VBAP = source.POSNR_VBAP,","source.POSNR_VBAP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,YYXBLNR_VBRP,NUMERIC,36,,,,,TABLE,"target.YYXBLNR_VBRP = source.YYXBLNR_VBRP,","source.YYXBLNR_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,YYORIGQTY_VBRP,NUMERIC,37,,,,,TABLE,"target.YYORIGQTY_VBRP = source.YYORIGQTY_VBRP,","source.YYORIGQTY_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,YYORIGSELLPRICE_VBRP,NUMERIC,38,,,,,TABLE,"target.YYORIGSELLPRICE_VBRP = source.YYORIGSELLPRICE_VBRP,","source.YYORIGSELLPRICE_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_ORIG_EXT_SELL_AMT,NUMERIC,39,,,,,TABLE,"target.CALC_ORIG_EXT_SELL_AMT = source.CALC_ORIG_EXT_SELL_AMT,","source.CALC_ORIG_EXT_SELL_AMT,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,CALC_ERDAT_VBAK,DATE,40,,,,,TABLE,"target.CALC_ERDAT_VBAK = source.CALC_ERDAT_VBAK,","source.CALC_ERDAT_VBAK,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,ERDAT_ORIG_VBRP,STRING,41,,,,,TABLE,"target.ERDAT_ORIG_VBRP = source.ERDAT_ORIG_VBRP,","source.ERDAT_ORIG_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,AUGRU_AUFT_VBRP,INT64,42,,,,,TABLE,"target.AUGRU_AUFT_VBRP = source.AUGRU_AUFT_VBRP,","source.AUGRU_AUFT_VBRP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,ROW_ADD_STP,TIMESTAMP,43,,,,,TABLE,"target.ROW_ADD_STP = source.ROW_ADD_STP,","source.ROW_ADD_STP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,ROW_ADD_USER_ID,STRING,44,,,,,TABLE,"target.ROW_ADD_USER_ID = source.ROW_ADD_USER_ID,","source.ROW_ADD_USER_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,ROW_UPDATE_STP,TIMESTAMP,45,,,,,TABLE,"target.ROW_UPDATE_STP = source.ROW_UPDATE_STP,","source.ROW_UPDATE_STP,"
D1,D1_PHM_CONFFACT_BILLING,WORK_BILLING_TRNSCT_HVD_PR_SDW,,ROW_UPDATE_USER_ID,STRING,46,,,,,TABLE,"target.ROW_UPDATE_USER_ID = source.ROW_UPDATE_USER_ID,","source.ROW_UPDATE_USER_ID,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_FTPSALEOUT,,FTP_SRC,STRING,1,,,,,TABLE,"target.FTP_SRC = source.FTP_SRC,","source.FTP_SRC,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_FTPSALEOUT,,AR_DUE_DTE,DATE,2,,,,,TABLE,"target.AR_DUE_DTE = source.AR_DUE_DTE,","source.AR_DUE_DTE,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_FTPSALEOUT,,ACCOUNTING_CD,STRING,3,,,,,TABLE,"target.ACCOUNTING_CD = source.ACCOUNTING_CD,","source.ACCOUNTING_CD,"
D1,D1_PHM_CONFFACT_BILLING,WORK_HVD_PR_FTPSALEOUT,,ASSOCIATION_NUM,STRING,4,,,,,TABLE,"target.ASSOCIATION_NUM = source.ASSOCIATION_NUM,","source.ASSOCIATION_NUM,"
